2,best reply wins,13
2,paranoid,13
2,best reply wins,4
1,,
1,,
1,,
1,,
1,,
3,,
2,,
1,,
2,,
2,,
1,,
3,,
2,,
2,,
3,,
2,,
2,,
1,,
1,,
2,,
1,,
2,,
2,,
1,,
3,,
1,,
1,,
